year,voted_pct
2007,16.158049040511727
2008,57.727959697733
2009,10.779738190096756
2010,25.360137604816167
2011,10.571748878923767
2012,48.73120982164435
2013,9.831788534157226
2014,16.51061000609452
2015,9.568275527528499
2016,53.637309620660304
2017,8.86082051776503
2018,35.62023887896172
2019,12.047265483520464
2020,49.264662101816015
2021,12.74164659378667
2022,31.3562241616904
