precinct_name,precinct_center_lat,precinct_center_lon,winner,winner_net,winner_pct,Jenkins_total,Zappala_total,WRITE-IN_total,precinct_total,Jenkins_pct,Zappala_pct,WRITE-IN_pct
PITTSBURGH WARD 19 DIST 9,40.4272,-80.00980000000001,Zappala,23,72.5,14,37,0,51,27.5,72.5,0.0
PITTSBURGH WRD 19 DIST 10,40.425450000000005,-80.00760000000001,Zappala,32,71.6,21,53,0,74,28.4,71.6,0.0
PITTSBURGH WRD 19 DIST 11,40.421850000000006,-80.00805,Jenkins,5,59.3,16,11,0,27,59.3,40.7,0.0
PITTSBURGH WRD 19 DIST 12,40.4199,-80.02175000000001,Zappala,41,74.7,19,62,2,83,22.9,74.7,2.4
PITTSBURGH WRD 19 DIST 13,40.42315000000001,-80.0155,Jenkins,6,58.3,21,15,0,36,58.3,41.7,0.0
PITTSBURGH WRD 19 DIST 14,40.414950000000005,-80.01465,Zappala,8,60.5,15,23,0,38,39.5,60.5,0.0
PITTSBURGH WRD 19 DIST 15,40.41330000000001,-80.01740000000001,Jenkins,4,53.1,34,29,1,64,53.1,45.3,1.6
PITTSBURGH WRD 19 DIST 16,40.413850000000004,-80.02265000000001,Zappala,11,56.6,36,47,0,83,43.4,56.6,0.0
PITTSBURGH WRD 19 DIST 17,40.41335000000001,-80.02775,Zappala,16,60.8,29,45,0,74,39.2,60.8,0.0
PITTSBURGH WRD 19 DIST 18,40.40820000000001,-80.02780000000001,Zappala,4,52.9,32,36,0,68,47.1,52.9,0.0
PITTSBURGH WRD 19 DIST 19,40.408,-80.02130000000001,Zappala,17,62.0,26,44,1,71,36.6,62.0,1.4
PITTSBURGH WRD 19 DIST 20,40.403400000000005,-80.02360000000002,Zappala,13,58.4,32,45,0,77,41.6,58.4,0.0
PITTSBURGH WRD 19 DIST 21,40.40375,-80.0298,Zappala,20,63.5,27,47,0,74,36.5,63.5,0.0
PITTSBURGH WRD 19 DIST 22,40.400000000000006,-80.02835,Zappala,9,55.6,36,45,0,81,44.4,55.6,0.0
PITTSBURGH WRD 19 DIST 23,40.40055,-80.0215,Zappala,3,52.7,26,29,0,55,47.3,52.7,0.0
PITTSBURGH WRD 19 DIST 24,40.39475,-80.0274,Zappala,15,62.3,23,38,0,61,37.7,62.3,0.0
PITTSBURGH WRD 19 DIST 25,40.3918,-80.02385000000001,Zappala,43,75.3,21,64,0,85,24.7,75.3,0.0
PITTSBURGH WRD 19 DIST 26,40.390600000000006,-80.02040000000001,Zappala,8,55.7,31,39,0,70,44.3,55.7,0.0
PITTSBURGH WRD 19 DIST 27,40.3904,-80.01320000000001,Zappala,33,72.0,20,54,1,75,26.7,72.0,1.3
PITTSBURGH WRD 19 DIST 28,40.430400000000006,-80.01715,Zappala,50,66.4,50,101,1,152,32.9,66.4,0.7
PITTSBURGH WRD 19 DIST 29,40.3888,-80.018,Zappala,11,58.0,29,40,0,69,42.0,58.0,0.0
PITTSBURGH WRD 19 DIST 30,40.38655,-80.01385,Zappala,9,55.4,37,46,0,83,44.6,55.4,0.0
PITTSBURGH WRD 19 DIST 31,40.396300000000004,-80.01140000000001,Zappala,25,65.4,27,53,1,81,33.3,65.4,1.2
PITTSBURGH WRD 19 DIST 32,40.39635,-80.01965000000001,Zappala,5,53.4,34,39,0,73,46.6,53.4,0.0
PITTSBURGH WRD 19 DIST 33,40.3981,-80.01075,Zappala,24,68.8,20,44,0,64,31.3,68.8,0.0
PITTSBURGH WRD 19 DIST 34,40.399950000000004,-80.0154,Zappala,23,70.2,16,40,1,57,28.1,70.2,1.8
PITTSBURGH WRD 19 DIST 35,40.404,-80.01415,Zappala,20,67.9,18,38,0,56,32.1,67.9,0.0
PITTSBURGH WRD 19 DIST 36,40.4076,-80.01050000000001,Zappala,57,78.2,22,79,0,101,21.8,78.2,0.0
PITTSBURGH WRD 19 DIST 37,40.387100000000004,-80.0108,Zappala,36,75.0,18,54,0,72,25.0,75.0,0.0
PITTSBURGH WRD 19 DIST 38,40.3947,-80.02170000000001,Zappala,30,70.3,22,52,0,74,29.7,70.3,0.0
PITTSBURGH WARD 20 DIST 1,40.41075000000001,-80.0352,Zappala,40,79.4,14,54,0,68,20.6,79.4,0.0
PITTSBURGH WARD 20 DIST 2,40.42530000000001,-80.02360000000002,Zappala,6,65.0,7,13,0,20,35.0,65.0,0.0
PITTSBURGH WARD 20 DIST 3,40.431000000000004,-80.033,Zappala,36,75.7,16,53,1,70,22.9,75.7,1.4
PITTSBURGH WARD 20 DIST 4,40.44290000000001,-80.03155000000001,Jenkins,1,57.1,4,3,0,7,57.1,42.9,0.0
PITTSBURGH WARD 20 DIST 5,40.439800000000005,-80.0413,Zappala,12,61.5,20,32,0,52,38.5,61.5,0.0
PITTSBURGH WARD 20 DIST 6,40.44500000000001,-80.0356,Jenkins,0,50.0,27,27,0,54,50.0,50.0,0.0
PITTSBURGH WARD 20 DIST 7,40.45275000000001,-80.05045000000001,Jenkins,23,66.7,46,23,0,69,66.7,33.3,0.0
PITTSBURGH WARD 20 DIST 8,40.44735,-80.04090000000001,Zappala,5,53.2,36,41,0,77,46.8,53.2,0.0
PITTSBURGH WARD 20 DIST 9,40.45745000000001,-80.04520000000001,Zappala,6,66.7,6,12,0,18,33.3,66.7,0.0
PITTSBURGH WRD 20 DIST 10,40.458200000000005,-80.05465000000001,Zappala,12,60.7,22,34,0,56,39.3,60.7,0.0
PITTSBURGH WRD 20 DIST 11,40.45465,-80.04775000000001,Jenkins,23,66.7,46,23,0,69,66.7,33.3,0.0
PITTSBURGH WRD 20 DIST 12,40.4581,-80.0609,Jenkins,9,54.2,58,49,0,107,54.2,45.8,0.0
PITTSBURGH WRD 20 DIST 13,40.458200000000005,-80.0703,Jenkins,49,76.9,70,21,0,91,76.9,23.1,0.0
PITTSBURGH WRD 20 DIST 14,40.453050000000005,-80.06555,Zappala,9,54.0,52,61,0,113,46.0,54.0,0.0
PITTSBURGH WRD 20 DIST 15,40.420350000000006,-80.03495000000001,Zappala,25,69.2,20,45,0,65,30.8,69.2,0.0
PITTSBURGH WRD 20 DIST 16,40.407450000000004,-80.04005000000001,Zappala,41,70.7,29,70,0,99,29.3,70.7,0.0
PITTSBURGH WRD 20 DIST 17,40.40405,-80.04500000000002,Zappala,47,91.2,5,52,0,57,8.8,91.2,0.0
PITTSBURGH WRD 20 DIST 18,40.40260000000001,-80.04375000000002,Zappala,38,80.6,11,50,1,62,17.7,80.6,1.6
PITTSBURGH WRD 21 DIST 1,40.45975,-80.02625,Jenkins,38,80.6,50,12,0,62,80.6,19.4,0.0
PITTSBURGH WARD 21 DIST 2,40.456500000000005,-80.02610000000001,Jenkins,50,77.2,71,20,1,92,77.2,21.7,1.1
PITTSBURGH WARD 21 DIST 3,40.454600000000006,-80.023,Jenkins,78,79.1,106,28,0,134,79.1,20.9,0.0
PITTSBURGH WARD 21 DIST 4,40.4525,-80.0267,Jenkins,57,75.7,84,27,0,111,75.7,24.3,0.0
PITTSBURGH WARD 22 DIST 1,40.453050000000005,-80.01675,Jenkins,33,60.5,95,62,0,157,60.5,39.5,0.0
PITTSBURGH WARD 22 DIST 2,40.4557,-80.012,Jenkins,9,52.5,94,85,0,179,52.5,47.5,0.0
PITTSBURGH WARD 22 DIST 3,40.450500000000005,-80.00995,Jenkins,30,60.3,88,58,0,146,60.3,39.7,0.0
PITTSBURGH WARD 22 DIST 4,40.450900000000004,-80.00390000000002,Jenkins,23,72.5,37,13,1,51,72.5,25.5,2.0
PITTSBURGH WARD 23 DIST 1,40.45215,-79.99360000000001,Jenkins,41,63.2,98,57,0,155,63.2,36.8,0.0
PITTSBURGH WARD 23 DIST 2,40.45575,-79.9997,Jenkins,23,58.6,78,55,0,133,58.6,41.4,0.0
PITTSBURGH WARD 23 DIST 3,40.45755,-79.9954,Jenkins,5,53.8,35,29,1,65,53.8,44.6,1.5
PITTSBURGH WARD 24 DIST 1,40.46215000000001,-79.99605000000001,Zappala,30,65.6,31,63,2,96,32.3,65.6,2.1
PITTSBURGH WARD 24 DIST 2,40.46385000000001,-79.99235,Zappala,34,69.8,26,60,0,86,30.2,69.8,0.0
PITTSBURGH WARD 24 DIST 3,40.46195,-79.99000000000001,Zappala,33,69.0,26,60,1,87,29.9,69.0,1.1
PITTSBURGH WARD 24 DIST 4,40.46235,-79.98265,Zappala,33,62.8,48,81,0,129,37.2,62.8,0.0
PITTSBURGH WARD 24 DIST 5,40.46040000000001,-79.98840000000001,Zappala,14,59.2,30,45,1,76,39.5,59.2,1.3
PITTSBURGH WARD 24 DIST 6,40.46735,-79.97595000000001,Zappala,46,67.2,44,90,0,134,32.8,67.2,0.0
PITTSBURGH WARD 25 DIST 1,40.459,-80.00605000000002,Jenkins,25,66.2,51,26,0,77,66.2,33.8,0.0
PITTSBURGH WARD 25 DIST 2,40.460300000000004,-80.01155,Jenkins,24,70.7,41,17,0,58,70.7,29.3,0.0
PITTSBURGH WARD 25 DIST 3,40.45795,-80.01415,Jenkins,28,67.1,55,27,0,82,67.1,32.9,0.0
PITTSBURGH WARD 25 DIST 4,40.4598,-80.0178,Jenkins,23,79.5,31,8,0,39,79.5,20.5,0.0
PITTSBURGH WARD 25 DIST 5,40.46255000000001,-80.01425,Jenkins,22,71.2,37,15,0,52,71.2,28.8,0.0
PITTSBURGH WARD 25 DIST 6,40.4626,-80.00900000000001,Jenkins,25,79.1,34,9,0,43,79.1,20.9,0.0
PITTSBURGH WARD 25 DIST 7,40.4619,-80.0043,Zappala,5,53.7,31,36,0,67,46.3,53.7,0.0
PITTSBURGH WARD 26 DIST 1,40.4709,-80.0146,Jenkins,33,69.0,60,27,0,87,69.0,31.0,0.0
PITTSBURGH WARD 26 DIST 2,40.468500000000006,-80.013,Jenkins,38,77.1,54,16,0,70,77.1,22.9,0.0
PITTSBURGH WARD 26 DIST 3,40.46625,-80.0126,Jenkins,27,70.1,47,20,0,67,70.1,29.9,0.0
PITTSBURGH WARD 26 DIST 4,40.471050000000005,-80.00505000000001,Jenkins,45,86.9,53,8,0,61,86.9,13.1,0.0
PITTSBURGH WARD 26 DIST 5,40.4777,-80.00380000000001,Jenkins,25,75.5,37,12,0,49,75.5,24.5,0.0
PITTSBURGH WARD 26 DIST 6,40.4763,-79.999,Jenkins,20,71.7,33,13,0,46,71.7,28.3,0.0
PITTSBURGH WARD 26 DIST 7,40.468,-80.0199,Jenkins,25,76.6,36,11,0,47,76.6,23.4,0.0
PITTSBURGH WARD 26 DIST 8,40.47,-79.99730000000001,Zappala,30,69.2,24,54,0,78,30.8,69.2,0.0
PITTSBURGH WARD 26 DIST 9,40.4696,-79.99430000000001,Zappala,20,60.2,39,59,0,98,39.8,60.2,0.0
PITTSBURGH WRD 26 DIST 10,40.475750000000005,-80.01185000000001,Jenkins,47,67.4,91,44,0,135,67.4,32.6,0.0
PITTSBURGH WRD 26 DIST 11,40.4808,-80.01095000000001,Jenkins,91,76.0,133,42,0,175,76.0,24.0,0.0
PITTSBURGH WRD 26 DIST 12,40.483450000000005,-80.0199,Zappala,3,51.9,39,42,0,81,48.1,51.9,0.0
PITTSBURGH WRD 26 DIST 13,40.49365,-80.0222,Jenkins,1,50.5,50,49,0,99,50.5,49.5,0.0
PITTSBURGH WRD 26 DIST 14,40.491350000000004,-80.00785,Zappala,29,61.2,49,79,1,129,38.0,61.2,0.8
PITTSBURGH WRD 26 DIST 15,40.49465000000001,-80.01535000000001,Zappala,26,62.7,38,64,0,102,37.3,62.7,0.0
PITTSBURGH WRD 26 DIST 16,40.48755,-80.01395,Jenkins,1,50.4,65,64,0,129,50.4,49.6,0.0
PITTSBURGH WRD 26 DIST 17,40.47175,-79.98945,Zappala,17,75.8,8,25,0,33,24.2,75.8,0.0
PITTSBURGH WARD 27 DIST 1,40.48625,-80.03075000000001,Zappala,31,58.1,80,111,0,191,41.9,58.1,0.0
PITTSBURGH WARD 27 DIST 2,40.48785000000001,-80.03815,Zappala,40,62.7,59,99,0,158,37.3,62.7,0.0
PITTSBURGH WARD 27 DIST 3,40.48675,-80.0417,Jenkins,3,51.2,65,62,0,127,51.2,48.8,0.0
PITTSBURGH WARD 27 DIST 4,40.48315,-80.04580000000001,Jenkins,5,51.9,67,62,0,129,51.9,48.1,0.0
PITTSBURGH WARD 27 DIST 5,40.4833,-80.03715,Zappala,5,51.3,91,97,1,189,48.1,51.3,0.5
PITTSBURGH WARD 27 DIST 6,40.47825,-80.03965000000001,Jenkins,3,51.5,52,48,1,101,51.5,47.5,1.0
PITTSBURGH WARD 27 DIST 7,40.47930000000001,-80.03380000000001,Zappala,26,58.2,66,92,0,158,41.8,58.2,0.0
PITTSBURGH WARD 27 DIST 8,40.4787,-80.02780000000001,Zappala,11,54.7,52,64,1,117,44.4,54.7,0.9
PITTSBURGH WARD 27 DIST 9,40.47345,-80.02445,Zappala,14,57.0,42,57,1,100,42.0,57.0,1.0
PITTSBURGH WRD 27 DIST 10,40.46835,-80.0292,Zappala,8,54.3,42,51,1,94,44.7,54.3,1.1
PITTSBURGH WRD 27 DIST 11,40.46905000000001,-80.03370000000001,Jenkins,11,56.2,50,39,0,89,56.2,43.8,0.0
PITTSBURGH WRD 27 DIST 12,40.472300000000004,-80.0418,Jenkins,1,50.6,43,42,0,85,50.6,49.4,0.0
PITTSBURGH WRD 27 DIST 13,40.4613,-80.0343,Jenkins,6,53.4,47,40,1,88,53.4,45.5,1.1
PITTSBURGH WARD 28 DIST 1,40.42245,-80.07605000000001,Zappala,51,80.7,16,67,0,83,19.3,80.7,0.0
PITTSBURGH WARD 28 DIST 2,40.42745,-80.06075000000001,Zappala,16,62.5,23,40,1,64,35.9,62.5,1.6
PITTSBURGH WARD 28 DIST 3,40.432,-80.04735,Zappala,38,72.6,23,61,0,84,27.4,72.6,0.0
PITTSBURGH WARD 28 DIST 4,40.4337,-80.05420000000001,Zappala,42,78.4,15,58,1,74,20.3,78.4,1.4
PITTSBURGH WARD 28 DIST 5,40.439400000000006,-80.05535,Zappala,20,61.9,32,52,0,84,38.1,61.9,0.0
PITTSBURGH WARD 28 DIST 6,40.44185,-80.05115,Zappala,29,65.3,33,62,0,95,34.7,65.3,0.0
PITTSBURGH WARD 28 DIST 7,40.4465,-80.05020000000002,Zappala,3,52.7,26,29,0,55,47.3,52.7,0.0
PITTSBURGH WARD 28 DIST 8,40.449850000000005,-80.06620000000001,Zappala,30,62.9,40,73,3,116,34.5,62.9,2.6
PITTSBURGH WARD 28 DIST 9,40.457550000000005,-80.084,Jenkins,41,74.1,63,21,1,85,74.1,24.7,1.2
PITTSBURGH WRD 28 DIST 10,40.45,-80.07555,Zappala,4,57.1,12,16,0,28,42.9,57.1,0.0
PITTSBURGH WRD 28 DIST 11,40.449450000000006,-80.0846,Jenkins,19,95.2,20,1,0,21,95.2,4.8,0.0
PITTSBURGH WARD 29 DIST 1,40.399100000000004,-79.99395000000001,Zappala,17,65.5,18,36,1,55,32.7,65.5,1.8
PITTSBURGH WARD 29 DIST 2,40.395950000000006,-79.9829,Zappala,26,66.7,26,52,0,78,33.3,66.7,0.0
PITTSBURGH WARD 29 DIST 3,40.39385,-79.9812,Zappala,23,68.9,19,42,0,61,31.1,68.9,0.0
PITTSBURGH WARD 29 DIST 4,40.38875,-79.977,Zappala,22,72.0,14,36,0,50,28.0,72.0,0.0
PITTSBURGH WARD 29 DIST 5,40.389450000000004,-79.98275000000001,Zappala,28,79.2,9,38,1,48,18.8,79.2,2.1
PITTSBURGH WARD 29 DIST 6,40.3866,-79.98420000000002,Zappala,16,60.3,31,47,0,78,39.7,60.3,0.0
PITTSBURGH WARD 29 DIST 7,40.382600000000004,-79.9822,Zappala,16,60.3,31,47,0,78,39.7,60.3,0.0
PITTSBURGH WARD 29 DIST 8,40.40495,-79.98905,Jenkins,1,51.4,18,17,0,35,51.4,48.6,0.0
PITTSBURGH WARD 29 DIST 9,40.3925,-79.98915000000001,Zappala,12,63.0,17,29,0,46,37.0,63.0,0.0
PITTSBURGH WRD 29 DIST 10,40.3905,-79.9915,Zappala,43,81.2,13,56,0,69,18.8,81.2,0.0
PITTSBURGH WRD 29 DIST 11,40.40355000000001,-79.98315000000001,Zappala,31,72.5,19,50,0,69,27.5,72.5,0.0
PITTSBURGH WRD 29 DIST 12,40.3994,-79.98410000000001,Zappala,8,59.1,18,26,0,44,40.9,59.1,0.0
PITTSBURGH WARD 30 DIST 1,40.41720000000001,-79.99065,Jenkins,7,56.4,31,24,0,55,56.4,43.6,0.0
PITTSBURGH WARD 30 DIST 2,40.4165,-79.99515000000001,Jenkins,22,66.2,45,23,0,68,66.2,33.8,0.0
PITTSBURGH WARD 30 DIST 3,40.41395,-79.99055000000001,Jenkins,9,64.5,20,11,0,31,64.5,35.5,0.0
PITTSBURGH WARD 30 DIST 4,40.4121,-79.99335,Zappala,10,56.6,32,43,1,76,42.1,56.6,1.3
PITTSBURGH WARD 30 DIST 5,40.40990000000001,-79.9939,Jenkins,1,50.7,34,33,0,67,50.7,49.3,0.0
PITTSBURGH WARD 31 DIST 1,40.391450000000006,-79.94565,Zappala,13,78.3,5,18,0,23,21.7,78.3,0.0
PITTSBURGH WARD 31 DIST 2,40.38655,-79.9212,Zappala,29,70.4,21,50,0,71,29.6,70.4,0.0
PITTSBURGH WARD 31 DIST 3,40.373050000000006,-79.91625,Zappala,31,70.1,23,54,0,77,29.9,70.1,0.0
PITTSBURGH WARD 31 DIST 4,40.366550000000004,-79.91550000000001,Zappala,34,75.8,16,50,0,66,24.2,75.8,0.0
PITTSBURGH WARD 31 DIST 5,40.379200000000004,-79.9161,Zappala,38,75.0,19,57,0,76,25.0,75.0,0.0
PITTSBURGH WARD 31 DIST 6,40.36675,-79.90720000000002,Zappala,26,76.0,11,38,1,50,22.0,76.0,2.0
PITTSBURGH WARD 31 DIST 7,40.3939,-79.92055,Jenkins,2,54.2,13,11,0,24,54.2,45.8,0.0
PITTSBURGH WARD 32 DIST 1,40.3788,-79.99810000000001,Zappala,9,66.7,9,18,0,27,33.3,66.7,0.0
PITTSBURGH WARD 32 DIST 2,40.38365,-79.98995000000001,Zappala,16,69.0,13,29,0,42,31.0,69.0,0.0
PITTSBURGH WARD 32 DIST 3,40.3915,-79.99495,Zappala,24,70.0,18,42,0,60,30.0,70.0,0.0
PITTSBURGH WARD 32 DIST 4,40.39895,-80.00275,Zappala,23,76.7,10,33,0,43,23.3,76.7,0.0
PITTSBURGH WARD 32 DIST 5,40.389700000000005,-80.00305,Zappala,43,80.3,13,57,1,71,18.3,80.3,1.4
PITTSBURGH WARD 32 DIST 6,40.383500000000005,-80.0006,Zappala,50,83.8,12,62,0,74,16.2,83.8,0.0
PITTSBURGH WARD 32 DIST 7,40.3938,-80.00955000000002,Zappala,39,74.7,19,59,1,79,24.1,74.7,1.3
PITTSBURGH WARD 32 DIST 8,40.386500000000005,-80.00585000000001,Zappala,53,76.8,23,76,0,99,23.2,76.8,0.0
PLEASANT HL DIST 1,40.3363,-79.9683,Zappala,24,72.2,15,39,0,54,27.8,72.2,0.0
PLEASANT HL DIST 2,40.3313,-79.9736,Zappala,28,79.2,10,38,0,48,20.8,79.2,0.0
PLEASANT HL DIST 3,40.33435,-79.95635000000001,Zappala,27,73.7,15,42,0,57,26.3,73.7,0.0
PLEASANT HL DIST 4,40.34125,-79.95955000000001,Zappala,22,71.2,15,37,0,52,28.8,71.2,0.0
PLEASANT HL DIST 5,40.32755,-79.9444,Zappala,52,79.5,17,70,1,88,19.3,79.5,1.1
PLEASANT HL DIST 6,40.32365,-79.9495,Zappala,43,77.9,17,60,0,77,22.1,77.9,0.0
PLEASANT HL DIST 7,40.33415000000001,-79.95785000000001,Zappala,30,78.8,11,41,0,52,21.2,78.8,0.0
PLEASANT HL DIST 8,40.3235,-79.96015000000001,Zappala,23,78.0,9,32,0,41,22.0,78.0,0.0
PLEASANT HL DIST 9,40.32950000000001,-79.96110000000002,Zappala,17,62.3,26,43,0,69,37.7,62.3,0.0
PLEASANT HL DIST 10,40.3248,-79.96785,Zappala,29,85.4,6,35,0,41,14.6,85.4,0.0
PLUM DIST 1,40.52095,-79.7805,Zappala,55,69.5,43,98,0,141,30.5,69.5,0.0
PLUM DIST 2,40.53515,-79.76645,Zappala,29,77.4,12,41,0,53,22.6,77.4,0.0
PLUM DIST 3,40.52335,-79.80795,Zappala,59,79.2,21,80,0,101,20.8,79.2,0.0
PLUM DIST 4,40.4859,-79.76515,Zappala,34,72.4,21,55,0,76,27.6,72.4,0.0
PLUM DIST 5,40.466,-79.74555000000001,Zappala,37,68.7,31,68,0,99,31.3,68.7,0.0
PLUM DIST 6,40.486000000000004,-79.7509,Zappala,46,73.0,26,73,1,100,26.0,73.0,1.0
PLUM DIST 7,40.471000000000004,-79.77000000000001,Zappala,40,67.9,36,76,0,112,32.1,67.9,0.0
PLUM DIST 8,40.48245,-79.70825,Zappala,10,58.6,24,34,0,58,41.4,58.6,0.0
PLUM DIST 9,40.480500000000006,-79.71455,Zappala,68,75.0,34,102,0,136,25.0,75.0,0.0
PLUM DIST 10,40.4696,-79.70935,Zappala,23,72.5,14,37,0,51,27.5,72.5,0.0
PLUM DIST 11,40.471450000000004,-79.7163,Zappala,64,82.0,18,82,0,100,18.0,82.0,0.0
PLUM DIST 12,40.46425000000001,-79.7248,Zappala,58,73.8,32,90,0,122,26.2,73.8,0.0
PLUM DIST 13,40.45955000000001,-79.71615,Zappala,30,75.9,14,44,0,58,24.1,75.9,0.0
PLUM DIST 14,40.46210000000001,-79.7116,Zappala,12,61.1,21,33,0,54,38.9,61.1,0.0
PLUM DIST 15,40.45355000000001,-79.70870000000001,Zappala,7,56.9,22,29,0,51,43.1,56.9,0.0
PLUM DIST 16,40.47655,-79.7048,Zappala,21,65.7,23,44,0,67,34.3,65.7,0.0
PLUM DIST 17,40.483450000000005,-79.77625,Zappala,49,84.5,11,60,0,71,15.5,84.5,0.0
PLUM DIST 18,40.49705,-79.76915000000001,Zappala,45,72.3,28,73,0,101,27.7,72.3,0.0
PLUM DIST 19,40.50970000000001,-79.75900000000001,Zappala,64,69.0,52,116,0,168,31.0,69.0,0.0
PLUM DIST 20,40.49170000000001,-79.7275,Zappala,21,66.7,21,42,0,63,33.3,66.7,0.0
PLUM DIST 21,40.5138,-79.72925000000001,Zappala,12,70.0,8,21,1,30,26.7,70.0,3.3
PORT VUE DIST 1,40.335750000000004,-79.86495,Zappala,49,85.5,10,59,0,69,14.5,85.5,0.0
PORT VUE DIST 2,40.33540000000001,-79.87235000000001,Zappala,38,77.1,16,54,0,70,22.9,77.1,0.0
PORT VUE DIST 3,40.33415,-79.87800000000001,Zappala,63,81.2,19,82,0,101,18.8,81.2,0.0
PORT VUE DIST 4,40.344350000000006,-79.87525,Zappala,59,77.6,23,83,1,107,21.5,77.6,0.9
RANKIN WARD 1,40.41125,-79.88380000000001,Jenkins,46,78.8,63,17,0,80,78.8,21.3,0.0
RANKIN WARD 2,40.413250000000005,-79.879,Jenkins,54,82.1,69,15,0,84,82.1,17.9,0.0
RANKIN WARD 3,40.408950000000004,-79.87615,Jenkins,37,71.8,61,24,0,85,71.8,28.2,0.0
RESERVE WARD 1,40.4725,-79.9791,Zappala,40,71.3,27,67,0,94,28.7,71.3,0.0
RESERVE WARD 2,40.47845000000001,-79.98610000000001,Zappala,35,72.2,22,57,0,79,27.8,72.2,0.0
RESERVE WARD 3,40.490500000000004,-79.98585,Zappala,31,81.6,9,40,0,49,18.4,81.6,0.0
RESERVE WARD 4,40.48465,-79.998,Zappala,54,77.6,21,76,1,98,21.4,77.6,1.0
RICHLAND DIST 1,40.66055,-79.94200000000001,Zappala,4,53.1,30,34,0,64,46.9,53.1,0.0
RICHLAND DIST 2,40.640100000000004,-79.93075,Zappala,35,84.3,8,43,0,51,15.7,84.3,0.0
RICHLAND DIST 3,40.62435000000001,-79.93385,Zappala,11,61.2,19,30,0,49,38.8,61.2,0.0
RICHLAND DIST 4,40.62615,-79.9331,Zappala,1,50.6,38,39,0,77,49.4,50.6,0.0
RICHLAND DIST 5,40.6417,-79.94885000000001,Zappala,22,68.3,19,41,0,60,31.7,68.3,0.0
RICHLAND DIST 6,40.624300000000005,-79.9553,Zappala,17,68.1,15,32,0,47,31.9,68.1,0.0
RICHLAND DIST 7,40.6319,-79.9725,Zappala,23,70.2,17,40,0,57,29.8,70.2,0.0
RICHLAND DIST 8,40.6542,-79.9745,Zappala,46,81.9,13,59,0,72,18.1,81.9,0.0
ROBINSON DIST 1,40.430150000000005,-80.1055,Zappala,83,81.7,24,107,0,131,18.3,81.7,0.0
ROBINSON DIST 2,40.462050000000005,-80.13225,Zappala,68,80.9,20,89,1,110,18.2,80.9,0.9
ROBINSON DIST 3,40.49940000000001,-80.14355,Zappala,42,75.6,19,62,1,82,23.2,75.6,1.2
ROBINSON DIST 4,40.44995,-80.1113,Zappala,50,77.2,21,71,0,92,22.8,77.2,0.0
ROBINSON DIST 5,40.495050000000006,-80.12795,Zappala,80,83.3,20,100,0,120,16.7,83.3,0.0
ROBINSON DIST 6,40.45575,-80.15310000000001,Zappala,44,85.5,9,53,0,62,14.5,85.5,0.0
ROBINSON DIST 7,40.474000000000004,-80.12535000000001,Zappala,104,84.2,23,128,1,152,15.1,84.2,0.7
ROBINSON DIST 8,40.435950000000005,-80.14445,Zappala,32,68.2,28,60,0,88,31.8,68.2,0.0
ROBINSON DIST 9,40.4765,-80.1443,Zappala,150,79.5,52,202,0,254,20.5,79.5,0.0
ROSS WARD 1 DIST 1,40.523950000000006,-79.99915000000001,Zappala,54,77.6,22,76,0,98,22.4,77.6,0.0
ROSS WARD 1 DIST 2,40.5184,-79.99055000000001,Zappala,22,64.9,26,48,0,74,35.1,64.9,0.0
ROSS WARD 1 DIST 3,40.51010000000001,-79.99695,Zappala,26,72.4,15,42,1,58,25.9,72.4,1.7
ROSS WARD 1 DIST 4,40.51905000000001,-79.9992,Zappala,51,70.7,36,87,0,123,29.3,70.7,0.0
ROSS WARD 2 DIST 1,40.53985,-80.00605,Zappala,30,65.3,34,64,0,98,34.7,65.3,0.0
ROSS WARD 2 DIST 2,40.5385,-79.99505,Zappala,32,69.0,26,58,0,84,31.0,69.0,0.0
ROSS WARD 2 DIST 3,40.53530000000001,-79.99950000000001,Zappala,33,70.9,22,56,1,79,27.8,70.9,1.3
ROSS WARD 3 DIST 1,40.53450000000001,-80.02945,Zappala,24,64.0,31,55,0,86,36.0,64.0,0.0
ROSS WARD 3 DIST 2,40.52655,-80.02885,Zappala,41,72.5,24,66,1,91,26.4,72.5,1.1
ROSS WARD 3 DIST 3,40.5307,-80.0224,Zappala,35,76.9,15,50,0,65,23.1,76.9,0.0
ROSS WARD 3 DIST 4,40.52145,-80.01895,Zappala,27,67.1,26,53,0,79,32.9,67.1,0.0
ROSS WARD 4 DIST 1,40.516450000000006,-80.05515000000001,Zappala,27,64.5,33,60,0,93,35.5,64.5,0.0
ROSS WARD 4 DIST 2,40.527300000000004,-80.05205000000001,Zappala,31,73.1,18,49,0,67,26.9,73.1,0.0
ROSS WARD 4 DIST 3,40.5424,-80.05755,Zappala,34,73.0,20,54,0,74,27.0,73.0,0.0
ROSS WARD 4 DIST 4,40.54600000000001,-80.0473,Zappala,50,83.8,12,62,0,74,16.2,83.8,0.0
ROSS WARD 5 DIST 1,40.53735,-80.0273,Zappala,36,78.1,14,50,0,64,21.9,78.1,0.0
ROSS WARD 5 DIST 2,40.54305,-80.0308,Zappala,27,75.5,13,40,0,53,24.5,75.5,0.0
ROSS WARD 5 DIST 3,40.541050000000006,-80.04350000000001,Zappala,43,73.1,25,68,0,93,26.9,73.1,0.0
ROSS WARD 5 DIST 4,40.533300000000004,-80.04115,Zappala,30,67.9,27,57,0,84,32.1,67.9,0.0
