precinct_name,precinct_center_lat,precinct_center_lon,winner,winner_net,winner_pct,Jenkins_total,Zappala_total,WRITE-IN_total,precinct_total,Jenkins_pct,Zappala_pct,WRITE-IN_pct
WILKINS WARD 1 DIST 1,40.420550000000006,-79.82900000000001,Zappala,3,52.2,32,35,0,67,47.8,52.2,0.0
WILKINS WARD 1 DIST 2,40.425250000000005,-79.82185000000001,Zappala,3,51.6,46,49,0,95,48.4,51.6,0.0
WILKINS WARD 1 DIST 3,40.43705,-79.81875000000001,Zappala,14,55.8,53,67,0,120,44.2,55.8,0.0
WILKINS WARD 1 DIST 4,40.434650000000005,-79.8081,Zappala,4,52.3,42,46,0,88,47.7,52.3,0.0
WILKINS WARD 1 DIST 5,40.427800000000005,-79.81185,Zappala,2,51.2,39,42,1,82,47.6,51.2,1.2
WILKINS WARD 2 DIST 1,40.42515,-79.84095,Zappala,18,60.7,33,51,0,84,39.3,60.7,0.0
WILKINS WARD 2 DIST 2,40.4147,-79.83725000000001,Zappala,15,55.9,56,71,0,127,44.1,55.9,0.0
WILKINSBURG WARD 1 DIST 1,40.45125,-79.863,Jenkins,71,79.8,95,24,0,119,79.8,20.2,0.0
WILKINSBURG WARD 1 DIST 2,40.44545,-79.87125,Jenkins,82,84.2,101,19,0,120,84.2,15.8,0.0
WILKINSBURG WARD 1 DIST 3,40.446250000000006,-79.8735,Jenkins,28,73.3,44,16,0,60,73.3,26.7,0.0
WILKINSBURG WARD 1 DIST 4,40.4543,-79.86115000000001,Jenkins,67,74.5,102,35,0,137,74.5,25.5,0.0
WILKINSBURG WARD 1 DIST 5,40.44855,-79.85810000000001,Jenkins,29,61.8,76,46,1,123,61.8,37.4,0.8
WILKINSBURG WARD 1 DIST 6,40.44465000000001,-79.86635000000001,Jenkins,77,80.8,101,24,0,125,80.8,19.2,0.0
WILKINSBURG WARD 2 DIST 1,40.4366,-79.869,Jenkins,38,66.4,77,38,1,116,66.4,32.8,0.9
WILKINSBURG WARD 2 DIST 2,40.44095,-79.86635000000001,Jenkins,47,61.8,123,75,1,199,61.8,37.7,0.5
WILKINSBURG WARD 2 DIST 3,40.436,-79.8741,Jenkins,55,78.9,75,20,0,95,78.9,21.1,0.0
WILKINSBURG WARD 2 DIST 4,40.44070000000001,-79.87705,Jenkins,22,73.9,34,12,0,46,73.9,26.1,0.0
WILKINSBURG WARD 2 DIST 5,40.440400000000004,-79.8842,Jenkins,98,84.5,120,22,0,142,84.5,15.5,0.0
WILKINSBURG WARD 3 DIST 1,40.4361,-79.8926,Jenkins,7,51.9,97,90,0,187,51.9,48.1,0.0
WILKINSBURG WARD 3 DIST 2,40.43795,-79.88845,Jenkins,19,56.0,89,70,0,159,56.0,44.0,0.0
WILKINSBURG WARD 3 DIST 3,40.44605000000001,-79.88060000000002,Jenkins,58,74.6,88,30,0,118,74.6,25.4,0.0
WILKINSBURG WARD 3 DIST 4,40.4409,-79.89135000000002,Jenkins,80,72.7,128,47,1,176,72.7,26.7,0.6
WILKINSBURG WARD 3 DIST 5,40.4452,-79.89010000000002,Jenkins,79,78.0,110,31,0,141,78.0,22.0,0.0
WILKINSBURG WARD 3 DIST 6,40.4465,-79.88425000000001,Jenkins,27,72.9,43,16,0,59,72.9,27.1,0.0
WILMERDING DIST 1,40.398,-79.8101,Jenkins,4,55.3,21,17,0,38,55.3,44.7,0.0
WILMERDING DIST 2,40.39175,-79.80950000000001,Zappala,29,67.5,27,56,0,83,32.5,67.5,0.0
