precinct_name,precinct_center_lat,precinct_center_lon,winner,winner_net,winner_pct,Innamorato_total,Weinstein_total,Lamb_total,Fawcett_total,Colaizzi_total,Parker_total,Write-in_total,precinct_total,Innamorato_pct,Weinstein_pct,Lamb_pct,Fawcett_pct,Colaizzi_pct,Parker_pct,Write-in_pct
Bethel Park Ward 4 Dist 3,40.325250000000004,-80.01625000000001,Weinstein,16,38.6,34,56,40,12,2,1,0,145,23.4,38.6,27.6,8.3,1.4,0.7,0.0
Bethel Park Ward 5 Dist 1,40.351350000000004,-80.02000000000001,Weinstein,24,50.0,12,45,21,9,3,0,0,90,13.3,50.0,23.3,10.0,3.3,0.0,0.0
Bethel Park Ward 5 Dist 2,40.350300000000004,-80.0297,Weinstein,2,31.9,27,29,20,10,3,2,0,91,29.7,31.9,22.0,11.0,3.3,2.2,0.0
Bethel Park Ward 5 Dist 3,40.3492,-80.04260000000001,Weinstein,4,32.4,88,92,69,25,10,0,0,284,31.0,32.4,24.3,8.8,3.5,0.0,0.0
Bethel Park Ward 6 Dist 1,40.313700000000004,-80.03040000000001,Lamb,2,30.9,56,53,58,17,2,2,0,188,29.8,28.2,30.9,9.0,1.1,1.1,0.0
Bethel Park Ward 6 Dist 2,40.313550000000006,-80.04480000000001,Weinstein,21,39.7,50,71,41,12,3,1,1,179,27.9,39.7,22.9,6.7,1.7,0.6,0.6
Bethel Park Ward 6 Dist 3,40.30885000000001,-80.04140000000001,Weinstein,14,37.3,49,63,34,18,5,0,0,169,29.0,37.3,20.1,10.7,3.0,0.0,0.0
Bethel Park Ward 7 Dist 1,40.3219,-80.05645000000001,Weinstein,8,36.9,65,73,36,20,4,0,0,198,32.8,36.9,18.2,10.1,2.0,0.0,0.0
Bethel Park Ward 7 Dist 2,40.33785,-80.0523,Innamorato,8,35.8,78,70,44,21,3,2,0,218,35.8,32.1,20.2,9.6,1.4,0.9,0.0
Bethel Park Ward 7 Dist 3,40.327000000000005,-80.0497,Weinstein,16,39.0,32,48,29,10,4,0,0,123,26.0,39.0,23.6,8.1,3.3,0.0,0.0
Bethel Park Ward 8 Dist 1,40.34445,-80.0386,Innamorato,4,38.2,39,35,19,6,2,0,1,102,38.2,34.3,18.6,5.9,2.0,0.0,1.0
Bethel Park Ward 8 Dist 2,40.34495,-80.0472,Lamb,15,41.2,20,20,35,6,3,1,0,85,23.5,23.5,41.2,7.1,3.5,1.2,0.0
Bethel Park Ward 8 Dist 3,40.3369,-80.03390000000002,Lamb,6,32.1,59,69,75,22,5,4,0,234,25.2,29.5,32.1,9.4,2.1,1.7,0.0
Bethel Park Ward 8 Dist 4,40.33635,-80.04485,Innamorato,9,44.7,34,25,12,3,2,0,0,76,44.7,32.9,15.8,3.9,2.6,0.0,0.0
Bethel Park Ward 9 Dist 1,40.3083,-80.06300000000002,Weinstein,6,31.6,24,30,23,14,3,1,0,95,25.3,31.6,24.2,14.7,3.2,1.1,0.0
Bethel Park Ward 9 Dist 2,40.2937,-80.04215,Innamorato,3,38.8,47,44,21,6,3,0,0,121,38.8,36.4,17.4,5.0,2.5,0.0,0.0
Bethel Park Ward 9 Dist 3,40.3006,-80.05965,Innamorato,19,34.5,81,62,58,28,4,2,0,235,34.5,26.4,24.7,11.9,1.7,0.9,0.0
Blawnox,40.49165000000001,-79.8585,Innamorato,1,32.3,65,64,29,35,6,2,0,201,32.3,31.8,14.4,17.4,3.0,1.0,0.0
Brackenridge Ward 1,40.60465000000001,-79.7398,Weinstein,18,46.5,22,40,11,11,1,1,0,86,25.6,46.5,12.8,12.8,1.2,1.2,0.0
Brackenridge Ward 2,40.61125,-79.73940000000002,Weinstein,26,41.7,34,60,23,20,5,2,0,144,23.6,41.7,16.0,13.9,3.5,1.4,0.0
Brackenridge Ward 3,40.609350000000006,-79.74585,Weinstein,19,46.7,23,42,10,15,0,0,0,90,25.6,46.7,11.1,16.7,0.0,0.0,0.0
Braddock Ward 1,40.4076,-79.86915,Innamorato,7,40.8,31,24,8,8,3,2,0,76,40.8,31.6,10.5,10.5,3.9,2.6,0.0
Braddock Ward 2,40.40495,-79.87280000000001,Innamorato,21,42.9,42,20,21,9,1,5,0,98,42.9,20.4,21.4,9.2,1.0,5.1,0.0
